N,P,K,temperature,humidity,ph,rainfall,label
134.94,48.16,62.59,26.19,75.77,7.13,1636.34,sugarcane
115.56,50.25,37.43,36.23,87.47,6.37,1465.82,sugarcane
83.38,36.66,32.65,31.3,60.57,6.91,625.26,cotton
126.65,56.15,172.82,25.48,73.14,6.58,1311.78,banana
162.35,56.26,201.93,34.67,89.94,7.1,1149.18,banana
104.46,47.7,67.67,24.18,85.48,6.25,1394.38,turmeric
159.07,44.19,178.08,25.97,78.99,6.73,1347.32,banana
134.92,73.93,111.12,22.82,74.73,6.38,398.52,potato
144.79,58.16,176.28,30.97,75.4,5.65,1285.32,banana
64.37,41.03,47.46,23.17,84.33,5.66,1693.29,rice
125.7,52.49,34.12,20.29,53.46,6.76,860.76,wheat
52.71,59.47,72.64,31.35,70.46,6.25,1362.57,turmeric
84.72,47.44,41.13,29.23,64.82,7.32,631.75,maize
42.63,47.53,39.09,27.38,63.8,6.5,625.83,soybean
99.66,45.61,26.55,21.99,70.04,6.58,648.81,maize
123.67,90.97,127.9,22.61,57.57,5.79,421.13,potato
41.58,42.65,38.2,33.42,56.37,6.72,966.23,mango
34.08,61.44,50.89,23.35,65.97,6.31,618.48,soybean
38.54,47.7,51.31,24.16,55.63,6.68,666.14,groundnut
90.65,41.12,51.31,38.27,80.23,5.89,1890.68,rice
96.31,51.87,44.65,18.81,48.27,6.57,807.43,wheat
77.74,45.51,33.6,26.19,83.19,5.71,1675.14,rice
139.53,78.49,126.67,17.96,61.97,5.79,507.0,potato
119.7,53.38,37.04,20.81,60.41,6.41,835.54,wheat
67.79,46.57,30.25,22.86,83.73,6.18,1634.27,rice
69.91,46.01,35.46,20.29,62.89,6.75,607.99,maize
36.12,50.24,50.38,29.12,60.62,6.62,690.42,soybean
127.07,84.1,118.96,21.04,71.39,5.26,515.6,potato
131.88,45.68,42.43,18.77,76.27,6.89,544.75,maize
27.1,52.82,65.14,27.7,74.69,6.13,596.96,soybean
81.26,59.54,36.25,25.62,85.71,6.04,1670.13,rice
90.68,63.73,70.33,26.11,68.95,6.15,1400.99,turmeric
107.1,36.15,40.12,24.95,62.5,6.94,629.94,maize
30.41,44.06,40.11,29.16,66.25,6.77,527.39,groundnut
82.95,58.68,61.65,16.32,62.51,6.39,584.02,onion
29.44,57.83,41.09,27.0,49.66,6.52,375.14,chickpea
131.18,59.53,73.16,26.78,64.88,6.65,642.28,tomato
108.33,77.85,71.09,18.35,63.1,6.47,435.6,tomato
23.45,51.31,55.92,28.9,60.33,6.56,617.68,soybean
132.72,45.15,60.4,29.74,78.31,6.67,1670.68,sugarcane
100.8,52.55,52.57,31.54,69.89,6.27,714.17,chilli
27.77,42.52,39.51,21.03,35.99,6.25,422.37,chickpea
17.4,60.6,52.29,26.96,67.68,6.28,589.97,soybean
84.09,68.55,68.68,18.94,74.96,6.73,1298.36,turmeric
82.86,37.09,26.82,29.37,59.33,7.81,606.04,cotton
118.81,78.71,76.43,23.15,62.29,6.56,658.2,tomato
47.5,48.39,74.72,16.17,71.1,6.31,685.88,onion
73.6,56.08,80.8,26.54,72.91,6.65,1306.96,turmeric
21.18,48.87,35.96,24.68,28.2,6.21,394.63,chickpea
149.6,63.65,56.93,30.03,69.26,6.94,1541.17,sugarcane
120.18,57.66,66.55,25.14,65.52,6.6,592.7,tomato
93.55,52.26,59.28,25.02,78.39,6.94,1600.6,sugarcane
35.7,47.52,43.72,26.62,75.02,6.9,729.18,soybean
95.59,67.75,62.12,31.13,75.67,6.58,1260.38,turmeric
38.34,61.43,43.91,28.2,76.56,6.47,616.2,soybean
124.32,97.52,136.88,23.37,72.65,6.06,504.58,potato
160.33,68.47,185.52,22.05,87.68,7.15,1232.6,banana
75.08,43.22,44.92,24.54,56.32,6.73,963.24,cotton
109.02,79.86,117.78,20.97,75.93,5.49,535.21,potato
28.4,48.08,44.58,18.35,58.64,6.82,383.99,chickpea
92.1,45.4,29.21,26.95,69.74,6.84,634.16,maize
68.16,55.13,61.95,30.01,63.03,6.86,1022.78,turmeric
98.73,53.1,39.7,33.94,82.92,6.21,1696.95,rice
73.0,46.6,41.8,27.56,86.34,6.19,1493.9,rice
125.96,54.43,43.38,32.87,60.2,7.77,1725.28,sugarcane
104.86,61.35,78.73,24.54,58.06,6.52,588.12,tomato
107.23,65.39,66.57,17.18,64.27,6.16,647.23,tomato
127.18,60.91,194.73,38.51,79.72,6.64,1230.65,banana
97.95,41.12,43.9,28.43,89.93,6.63,1493.83,rice
65.03,46.81,50.34,33.4,57.48,6.42,593.43,cotton
130.35,62.7,47.92,36.36,83.14,6.72,1477.69,sugarcane
82.38,49.68,66.39,21.76,87.88,5.86,1099.04,turmeric
83.66,55.26,70.15,22.77,83.08,6.22,1167.67,turmeric
40.01,50.31,44.16,26.72,40.32,6.63,400.8,chickpea
102.42,69.14,195.52,28.35,90.31,6.84,1150.17,banana
28.71,46.56,53.27,28.38,68.07,6.59,612.87,groundnut
48.75,36.77,43.42,26.64,62.22,5.72,937.04,mango
88.65,70.99,82.17,22.53,59.15,6.8,713.23,tomato
102.49,55.22,60.81,25.47,70.86,6.65,709.36,chilli
31.29,47.98,42.44,25.8,73.39,7.2,723.64,soybean
77.78,56.26,45.96,23.37,60.28,5.19,482.4,maize
111.66,48.13,51.8,30.51,79.31,6.9,1589.41,sugarcane
55.01,35.02,45.21,26.62,57.14,6.53,1045.92,mango
39.36,22.04,44.2,31.25,65.66,6.58,779.38,mango
52.01,26.06,43.34,28.38,52.1,6.75,975.3,mango
125.59,58.03,182.8,38.37,85.26,6.05,1396.93,banana
90.21,60.66,32.59,20.51,94.19,6.1,1426.34,rice
107.1,69.15,61.37,25.52,72.84,6.23,495.22,tomato
27.3,56.72,40.69,19.47,41.43,6.81,449.82,chickpea
138.97,83.77,108.29,17.98,77.81,5.02,514.63,potato
137.79,43.52,216.33,28.19,77.56,6.92,1268.26,banana
111.09,55.55,41.56,21.97,54.37,6.33,660.65,wheat
44.87,39.04,40.55,29.46,73.61,7.39,889.35,mango
81.5,47.56,54.23,32.54,78.89,5.78,1698.38,rice
122.75,58.13,43.17,18.95,57.42,7.23,829.5,wheat
87.41,41.15,41.07,24.27,66.49,5.95,2082.52,rice
36.01,47.45,46.49,24.82,75.16,6.55,780.96,soybean
85.28,31.33,41.42,27.83,52.59,8.12,747.64,cotton
135.87,53.65,194.0,24.61,75.16,6.08,1403.97,banana
31.91,43.64,35.62,20.51,40.3,6.33,460.07,chickpea
62.95,35.04,43.29,30.92,67.97,6.78,887.24,mango
139.31,53.64,168.52,21.79,98.34,6.73,1477.92,banana
78.35,50.37,82.46,22.56,71.73,6.94,762.56,onion
138.3,110.0,111.54,18.44,77.6,5.67,476.85,potato
21.34,41.31,50.23,21.81,59.72,6.07,702.68,groundnut
117.22,60.23,126.6,20.12,74.48,6.03,522.59,potato
23.16,46.53,42.57,29.09,41.37,7.05,383.6,chickpea
28.04,64.44,37.69,19.84,55.74,6.64,341.08,chickpea
20.11,54.51,41.05,23.91,50.02,6.59,396.48,chickpea
132.55,53.79,48.12,29.87,83.92,6.67,1540.23,sugarcane
123.82,50.94,53.63,29.78,91.92,6.47,1452.28,sugarcane
88.0,51.44,76.03,27.45,79.08,7.14,1305.03,turmeric
43.54,54.4,43.07,25.81,62.8,6.82,705.83,groundnut
38.51,45.37,35.36,24.78,37.42,7.16,416.71,chickpea
99.08,57.8,44.45,21.97,45.57,7.02,759.04,wheat
94.51,64.61,87.74,23.74,54.51,6.42,722.34,onion
99.34,48.61,52.89,23.63,70.58,6.48,631.9,chilli
163.14,73.83,157.49,32.76,79.57,6.62,1283.7,banana
91.63,55.39,85.34,28.73,72.11,6.56,1494.96,turmeric
29.75,59.73,41.69,31.44,55.15,6.34,655.86,groundnut
120.7,103.85,110.88,19.04,67.29,5.71,459.25,potato
129.22,49.84,70.98,18.33,74.18,7.06,1455.89,sugarcane
129.09,55.95,39.57,13.78,44.16,7.0,757.8,wheat
133.37,90.0,109.17,16.27,75.16,6.29,584.64,potato
101.52,51.47,46.99,16.91,50.19,7.37,614.38,wheat
71.3,60.1,93.48,29.54,74.91,6.33,1488.65,turmeric
148.85,61.86,60.38,29.59,68.1,6.54,1577.58,sugarcane
126.94,74.74,71.51,21.58,67.6,6.44,543.34,tomato
79.45,47.14,45.76,31.24,85.97,6.02,1560.53,rice
128.82,64.79,52.87,27.82,62.9,7.4,1339.43,sugarcane
22.89,60.28,46.6,24.75,66.31,6.9,631.23,groundnut
155.95,53.28,179.54,27.58,89.9,6.09,1136.33,banana
96.54,36.07,41.74,21.75,56.49,6.33,538.39,maize
96.78,55.67,50.98,25.4,63.17,6.27,700.59,chilli
113.35,46.01,49.28,18.29,56.49,6.75,648.22,wheat
121.59,53.68,61.32,30.63,77.41,6.53,1205.5,sugarcane
132.34,70.65,131.52,16.71,70.38,5.66,555.65,potato
73.19,62.52,74.67,21.31,58.94,6.64,686.65,onion
144.79,70.94,118.37,17.4,77.51,6.21,470.01,potato
94.48,58.34,76.84,16.74,69.15,6.52,718.64,onion
137.68,84.64,102.87,21.3,73.62,5.98,553.34,potato
33.86,48.88,48.45,22.23,56.37,6.51,744.67,soybean
139.85,76.65,127.83,23.98,72.3,6.1,400.44,potato
32.16,42.67,50.96,28.48,66.9,6.38,636.66,groundnut
116.61,72.08,66.84,20.21,59.62,6.56,597.64,tomato
23.28,55.67,40.99,24.91,61.78,6.36,666.74,groundnut
117.64,62.39,85.82,22.56,61.76,6.14,585.46,tomato
84.48,49.82,50.81,29.34,86.93,5.98,1888.02,rice
43.61,31.89,47.43,28.59,60.02,6.9,879.67,mango
24.55,57.84,49.11,15.38,47.3,7.44,420.77,chickpea
35.41,45.11,38.99,15.64,40.89,6.85,374.92,chickpea
21.78,45.19,51.08,22.99,57.36,6.64,494.01,groundnut
50.51,26.23,45.59,24.73,64.72,6.35,917.82,mango
142.81,52.83,192.7,31.5,86.3,5.99,1312.48,banana
57.7,41.47,52.88,24.71,57.72,7.0,844.18,mango
71.73,60.06,69.27,31.22,79.74,5.83,1257.85,turmeric
139.77,82.43,118.8,17.22,72.17,5.26,462.42,potato
136.06,71.61,118.47,22.43,77.28,6.16,498.84,potato
72.53,34.6,30.64,26.43,56.95,7.05,538.53,cotton
23.47,29.9,37.8,24.51,40.41,7.55,387.17,chickpea
102.28,58.05,195.34,20.55,75.08,7.52,1226.71,banana
14.88,57.37,51.59,21.62,72.89,6.47,875.0,soybean
83.49,42.04,34.98,30.9,42.07,6.49,797.93,cotton
62.89,43.72,43.36,30.91,62.8,7.11,803.24,cotton
86.44,65.09,66.13,21.71,69.03,6.91,605.16,chilli
29.09,56.96,32.8,18.88,43.49,6.29,379.01,chickpea
105.78,57.32,226.22,27.34,83.63,6.63,1333.41,banana
33.28,50.86,38.75,19.52,38.51,6.74,370.78,chickpea
135.07,50.58,186.34,26.36,87.4,7.22,1079.09,banana
82.84,45.86,85.64,20.2,67.01,6.52,666.59,onion
84.2,34.66,43.85,28.66,60.39,7.39,662.49,cotton
108.02,69.99,54.26,26.91,61.59,6.2,655.48,tomato
90.05,82.64,65.22,24.46,52.16,6.5,449.6,tomato
27.48,49.1,50.26,29.29,59.38,6.55,608.85,groundnut
116.19,62.36,171.55,28.99,92.24,6.13,1363.47,banana
144.48,60.41,39.82,34.95,78.08,6.9,1370.27,sugarcane
35.18,29.36,41.0,26.52,61.63,6.46,994.1,mango
22.41,41.79,45.1,25.61,55.41,6.32,649.46,groundnut
86.26,51.64,38.8,29.03,94.71,5.87,1388.22,rice
84.28,43.6,48.66,33.55,98.68,6.14,1665.16,rice
85.34,49.57,37.25,27.78,75.12,7.03,604.41,maize
121.27,51.54,67.06,33.32,76.89,6.72,1569.64,sugarcane
132.0,71.47,118.76,19.58,76.85,6.27,488.54,potato
77.67,55.89,78.55,26.73,72.82,6.65,521.25,onion
99.51,56.21,43.14,18.06,44.42,7.05,723.96,wheat
30.16,47.44,46.7,14.71,47.93,6.44,374.44,chickpea
141.64,53.66,202.93,31.82,73.92,6.98,1352.22,banana
118.89,58.07,44.73,17.8,54.72,7.65,818.43,wheat
91.62,38.04,43.99,32.64,85.63,6.05,1800.21,rice
68.35,45.67,40.97,22.32,65.72,7.46,712.44,cotton
106.18,65.18,61.85,19.61,55.49,6.33,479.77,tomato
33.31,45.14,25.66,18.9,34.83,6.83,340.64,chickpea
150.43,50.6,60.77,29.83,81.37,6.76,1528.53,sugarcane
94.45,70.15,66.06,28.51,84.47,7.07,1172.19,turmeric
94.47,46.51,70.55,27.92,73.24,6.2,735.15,chilli
105.08,50.9,173.36,27.66,82.37,6.8,1271.84,banana
110.13,53.22,42.98,15.58,39.21,7.52,715.53,wheat
71.99,47.44,62.8,30.9,66.53,6.72,1282.24,turmeric
84.02,48.17,79.46,26.7,80.06,6.5,1265.77,turmeric
28.89,46.09,32.99,25.98,55.98,7.19,424.62,chickpea
120.16,84.14,127.52,20.77,74.7,6.2,499.57,potato
48.78,38.15,29.23,33.12,37.5,6.28,785.38,mango
31.35,62.15,40.33,25.92,72.33,6.39,555.57,soybean
87.8,46.98,66.79,20.36,78.04,7.17,1025.55,turmeric
101.45,36.26,24.62,29.51,69.56,7.46,633.73,cotton
130.25,52.26,48.96,24.69,71.31,6.64,1792.79,sugarcane
29.18,56.26,42.79,21.69,70.39,6.41,693.1,soybean
28.32,48.42,56.77,24.05,63.6,6.56,395.75,chickpea
155.8,58.49,196.64,30.25,72.43,6.5,1078.99,banana
155.8,50.5,199.9,22.8,73.0,6.65,929.59,banana
124.27,52.25,31.85,14.03,66.72,6.65,675.66,wheat
87.57,49.59,36.15,27.46,82.25,5.97,1666.77,rice
78.3,51.11,68.67,28.66,88.59,6.94,1414.61,turmeric
31.56,54.88,44.98,23.87,42.24,6.57,320.29,chickpea
135.22,38.65,59.43,21.44,69.95,6.68,1691.44,sugarcane
77.32,47.68,72.83,32.07,78.78,6.04,1356.92,turmeric
137.97,73.28,206.6,31.33,85.82,6.49,1282.69,banana
68.03,62.46,70.3,21.99,65.66,6.71,632.69,onion
106.54,79.97,148.84,15.43,64.18,6.03,467.88,potato
33.9,27.37,43.75,32.57,74.36,6.17,810.39,mango
72.53,26.82,48.03,31.63,80.74,6.02,1703.19,rice
23.33,46.12,38.35,23.6,41.94,6.44,382.42,chickpea
30.01,50.22,51.56,23.91,66.41,6.19,529.53,groundnut
138.52,51.45,189.03,29.85,84.01,6.92,1236.37,banana
126.35,55.86,72.98,31.91,81.88,7.02,1476.93,sugarcane
73.82,35.55,75.17,29.45,81.75,6.69,1359.38,turmeric
58.33,42.98,60.99,33.95,63.5,6.28,957.06,mango
53.4,22.54,46.25,30.62,51.91,6.44,671.16,mango
110.24,69.25,48.89,23.66,57.93,7.19,627.6,wheat
43.79,36.92,55.32,22.23,57.56,6.89,662.35,groundnut
68.04,51.09,50.98,28.19,88.77,6.09,1470.98,rice
123.15,44.84,60.69,25.32,70.91,6.48,1872.8,sugarcane
134.91,56.16,64.95,23.91,78.73,6.79,1534.75,sugarcane
29.64,38.48,45.37,30.62,61.29,6.98,918.4,mango
65.42,42.68,37.8,29.86,90.88,5.53,1623.01,rice
152.22,57.92,201.53,30.9,92.38,6.52,1202.91,banana
101.09,56.63,71.08,31.0,73.6,6.34,1097.06,turmeric
90.67,46.72,40.05,25.56,47.86,6.44,707.32,cotton
30.52,51.57,45.2,23.95,49.69,6.82,637.23,groundnut
97.96,40.02,37.73,23.9,65.97,5.31,460.64,maize
100.58,70.76,68.55,32.02,68.34,6.08,1123.8,turmeric
32.95,54.82,50.75,22.1,77.85,6.98,653.53,soybean
45.38,33.3,55.91,27.9,42.74,6.0,867.15,mango
97.25,45.66,81.73,18.13,64.98,6.91,526.21,onion
56.07,31.1,43.89,26.26,63.56,6.02,927.95,mango
134.35,68.08,114.76,22.31,84.23,5.37,463.13,potato
47.19,36.87,46.7,29.22,65.67,6.55,967.16,mango
18.33,50.61,45.47,22.92,70.18,6.8,750.89,soybean
98.6,41.72,45.45,10.63,45.79,5.97,691.39,wheat
27.01,70.64,33.19,26.96,71.96,6.64,663.22,soybean
68.18,51.04,70.03,31.28,81.99,6.32,1295.02,turmeric
88.54,54.17,47.21,34.98,78.6,6.5,1413.76,turmeric
110.17,39.5,32.87,32.42,72.33,5.31,539.67,maize
51.23,23.81,34.3,26.76,67.87,6.77,953.23,mango
105.83,64.68,172.28,28.02,74.03,6.74,1078.55,banana
110.53,59.89,32.3,19.3,47.09,7.06,603.73,wheat
33.68,49.94,50.43,26.8,54.39,6.54,556.23,groundnut
83.4,49.28,48.55,27.09,78.67,5.73,1434.92,rice
50.89,35.96,45.12,25.64,43.04,6.03,878.53,mango
34.04,62.97,43.82,24.69,61.02,6.71,641.62,groundnut
28.0,36.36,43.84,27.14,70.3,6.35,653.06,soybean
104.7,25.89,34.33,20.56,60.24,7.14,859.08,cotton
51.57,26.5,42.51,29.97,60.8,5.99,1037.98,mango
131.28,36.34,50.48,18.77,45.95,6.35,867.64,wheat
30.68,44.46,37.9,25.14,58.73,6.08,616.61,soybean
105.79,77.89,60.73,19.84,63.93,6.11,623.0,tomato
81.97,66.16,86.86,19.28,80.61,6.62,577.33,onion
67.19,36.17,35.61,33.56,63.0,7.08,783.7,cotton
96.48,79.72,59.68,24.89,66.1,6.41,562.85,tomato
71.75,56.82,69.83,26.77,81.08,5.94,1152.49,turmeric
107.8,47.19,72.05,30.17,75.72,6.71,1061.92,turmeric
120.08,69.04,75.29,23.15,63.85,6.51,570.16,tomato
85.79,35.78,30.26,21.65,56.14,7.45,825.62,cotton
113.71,62.39,69.03,23.81,57.58,6.34,587.56,tomato
96.01,40.88,41.37,26.69,55.08,7.63,650.27,cotton
73.39,49.2,56.25,31.35,67.66,6.45,579.85,chilli
117.37,67.6,121.64,21.66,75.96,6.22,551.7,potato
96.65,62.87,74.36,26.08,59.46,6.51,718.63,tomato
27.1,40.44,52.18,24.94,58.03,6.45,556.88,groundnut
141.66,92.85,104.5,17.72,77.64,5.45,486.25,potato
86.86,69.79,69.97,23.11,72.45,7.01,1108.27,turmeric
45.94,41.25,35.95,26.64,62.3,6.11,997.09,mango
108.15,50.31,64.79,25.16,79.15,6.84,1471.94,sugarcane
82.63,73.59,64.28,24.09,52.71,6.69,533.73,chilli
85.29,67.67,61.24,22.49,70.03,6.86,729.56,chilli
17.65,53.23,33.97,13.92,38.74,6.95,462.94,chickpea
98.81,34.14,28.76,30.37,79.36,5.74,1741.67,rice
81.4,45.82,72.29,33.82,70.24,7.01,1191.07,turmeric
52.39,36.89,56.95,29.84,63.12,6.46,820.3,mango
104.96,53.86,37.08,23.75,74.2,5.89,602.41,maize
97.75,37.64,28.72,25.38,62.61,6.81,570.01,maize
76.55,59.24,85.08,29.94,71.09,6.28,1291.68,turmeric
94.36,46.84,38.76,27.32,45.16,7.01,707.13,cotton
62.75,44.15,53.16,26.42,74.21,6.87,562.76,cotton
82.52,47.12,51.86,24.47,54.22,6.29,909.58,wheat
121.34,94.45,118.73,15.27,71.07,5.01,447.25,potato
132.22,50.18,62.62,27.51,83.0,6.87,1452.71,sugarcane
29.65,54.58,51.76,28.5,68.83,6.34,513.37,groundnut
107.9,57.64,48.23,31.83,73.61,6.36,1619.95,sugarcane
84.77,39.33,40.53,26.94,78.98,6.89,676.92,cotton
74.95,42.51,46.35,27.71,63.82,6.65,537.48,maize
54.34,25.73,44.6,29.13,54.04,6.47,759.44,mango
129.96,46.02,48.09,20.85,68.72,6.6,771.23,wheat
91.71,54.8,61.87,31.39,85.37,5.68,1140.37,turmeric
93.3,61.48,83.99,17.39,69.57,6.02,749.23,onion
88.84,49.26,69.38,28.31,80.43,7.26,1409.49,turmeric
32.71,44.95,40.82,32.21,56.31,5.9,1027.86,mango
151.13,61.68,180.2,22.1,74.92,6.86,1373.42,banana
150.15,96.8,118.71,21.95,81.44,5.9,564.25,potato
89.58,58.88,68.87,25.39,67.92,6.72,571.76,tomato
144.16,79.35,127.18,16.16,72.07,5.0,474.19,potato
102.53,60.16,86.51,14.52,63.78,6.42,505.17,onion
120.25,54.14,46.04,15.03,54.63,7.02,1000.0,wheat
114.06,84.17,155.33,23.04,82.36,5.88,516.62,potato
38.27,48.83,39.35,25.45,57.47,7.24,346.68,chickpea
101.43,57.05,63.35,25.23,79.79,6.64,1253.68,turmeric
13.95,53.29,54.83,22.5,56.38,6.52,589.24,groundnut
128.3,55.99,56.89,28.22,67.59,6.88,1597.14,sugarcane
134.34,76.96,85.57,23.92,67.27,6.64,599.57,tomato
35.71,63.92,55.7,25.54,64.95,6.66,525.4,groundnut
144.63,58.37,77.48,36.57,75.36,7.69,1503.67,sugarcane
93.53,30.11,35.83,26.54,61.09,5.97,627.88,maize
107.34,34.79,46.85,32.47,52.49,7.52,634.86,cotton
129.91,90.26,134.92,19.59,62.91,6.06,508.48,potato
105.54,64.84,44.5,18.23,45.47,6.86,616.8,wheat
131.02,61.13,42.62,29.38,77.06,7.02,1471.84,sugarcane
101.97,58.84,54.59,20.56,54.64,6.68,664.33,wheat
73.48,49.34,65.65,26.04,73.44,5.44,1274.02,turmeric
149.5,37.71,72.37,26.55,77.01,6.55,1731.43,sugarcane
88.24,30.84,41.22,25.85,57.57,7.12,710.31,cotton
86.58,63.26,105.88,16.12,62.48,7.17,682.0,onion
36.79,54.51,33.36,21.26,52.88,6.44,422.13,chickpea
104.38,65.35,56.67,20.89,68.63,6.5,620.48,tomato
69.42,27.31,32.87,30.83,71.85,7.46,805.74,cotton
99.11,36.04,38.76,26.27,52.38,6.13,594.47,cotton
37.23,47.13,49.18,25.11,67.48,6.37,606.51,soybean
30.07,44.35,56.08,26.36,66.25,6.44,717.3,groundnut
69.71,46.12,36.43,25.31,64.88,7.79,491.86,maize
108.45,47.0,58.26,30.8,83.28,6.78,1334.51,turmeric
95.66,35.76,25.6,26.31,60.33,7.61,643.22,cotton
92.19,65.07,81.03,25.53,74.88,6.43,554.19,tomato
83.52,77.8,66.44,19.86,56.54,6.15,503.87,tomato
30.23,45.9,52.9,26.31,66.43,6.42,634.08,soybean
80.01,47.77,38.28,28.28,70.83,6.52,518.92,maize
36.97,28.94,60.46,26.19,55.08,6.45,919.71,mango
117.2,76.59,118.47,22.73,74.28,5.35,451.77,potato
120.34,49.87,40.79,17.45,56.12,6.79,743.6,wheat
88.35,58.99,43.73,26.29,70.15,6.07,543.69,chilli
88.45,41.33,37.76,34.23,73.65,7.08,602.22,maize
78.17,57.43,63.93,34.63,76.12,5.95,1261.89,turmeric
103.82,62.48,69.61,21.62,51.45,6.19,722.83,tomato
43.08,49.8,48.07,26.0,52.74,6.67,592.09,groundnut
78.31,53.81,54.93,27.3,77.93,6.88,1193.28,turmeric
46.51,36.4,47.67,29.68,55.49,7.03,878.84,mango
38.93,51.47,42.58,25.91,44.28,7.03,434.19,chickpea
83.24,47.2,32.67,24.8,53.65,6.82,685.31,maize
40.34,57.2,51.21,23.12,73.92,7.08,590.64,soybean
88.3,40.92,45.4,25.92,59.12,6.26,645.07,maize
103.15,70.72,83.74,24.03,65.8,6.34,594.11,tomato
65.23,45.0,73.67,21.5,63.78,6.35,636.43,onion
35.21,50.12,39.59,25.7,68.0,6.39,433.48,groundnut
163.97,43.08,178.52,25.0,85.95,6.63,1415.37,banana
32.03,50.22,46.18,30.13,74.35,6.79,641.86,groundnut
48.67,43.3,38.54,29.02,68.11,6.09,858.49,mango
89.25,45.45,38.46,31.47,84.96,6.22,1727.03,rice
101.64,74.0,63.97,25.26,60.3,6.15,579.83,tomato
40.8,46.74,42.39,26.38,55.85,6.53,1034.77,mango
28.73,54.7,55.03,23.86,65.92,6.51,512.0,soybean
115.97,54.57,37.91,16.8,43.0,7.6,576.55,wheat
160.61,51.97,58.15,25.54,73.56,7.6,1641.06,sugarcane
22.3,53.65,47.95,26.74,71.48,6.54,659.03,soybean
132.6,71.17,117.23,21.99,81.51,4.96,509.01,potato
137.91,74.24,108.24,17.59,79.1,5.5,477.9,potato
88.2,44.75,45.34,26.31,81.27,5.95,1450.68,rice
92.05,56.94,68.05,29.01,69.81,6.88,603.76,chilli
132.31,45.73,176.8,26.16,85.79,6.61,1305.01,banana
110.11,28.3,42.09,25.99,57.48,6.84,619.66,cotton
101.07,55.51,51.57,29.79,67.16,6.22,577.8,chilli
121.91,52.77,40.96,21.2,49.66,6.17,683.94,wheat
75.0,66.48,68.81,11.68,59.38,6.6,641.16,onion
74.46,55.56,69.38,32.77,80.58,6.11,1154.93,turmeric
53.93,38.31,56.48,27.28,54.31,6.83,913.45,mango
41.2,55.41,45.99,27.5,75.08,6.37,522.05,groundnut
36.38,54.51,39.69,14.31,39.88,6.56,413.85,chickpea
80.39,57.65,74.82,18.65,57.71,6.63,677.76,onion
103.78,52.9,48.43,24.16,66.6,6.41,594.68,tomato
60.5,45.76,97.4,13.78,61.53,6.14,629.44,onion
140.56,89.89,127.77,18.12,74.89,6.02,401.39,potato
89.23,58.79,67.01,26.9,80.58,6.54,1349.13,turmeric
29.76,50.48,47.1,16.26,38.65,7.21,376.87,chickpea
105.09,67.23,57.71,24.45,67.41,6.6,565.33,chilli
42.65,36.23,43.58,31.4,76.56,6.85,866.36,mango
99.74,42.44,35.72,23.88,63.25,7.56,775.52,cotton
132.14,80.89,105.73,16.34,71.93,5.88,535.11,potato
74.99,38.59,29.96,21.9,43.62,6.77,703.39,maize
17.39,60.61,40.35,23.95,73.5,6.76,615.01,soybean
25.74,60.33,65.06,30.98,54.23,6.15,510.7,groundnut
32.73,57.6,50.96,27.02,65.44,6.76,568.66,soybean
103.86,69.84,87.63,25.16,69.33,6.22,682.2,tomato
65.0,56.58,39.45,23.47,55.15,6.3,695.01,wheat
25.24,42.77,32.11,26.55,72.0,6.68,617.08,groundnut
113.76,78.26,88.87,20.26,69.61,6.33,670.15,tomato
123.34,46.59,37.71,17.76,62.72,6.94,724.83,wheat
68.79,51.25,39.21,22.71,52.11,6.89,714.13,wheat
17.95,54.24,39.68,26.12,55.85,6.98,499.54,groundnut
102.29,33.25,38.64,29.03,62.8,6.87,828.14,cotton
70.46,48.39,35.28,25.1,70.23,5.88,532.22,maize
109.15,76.29,75.52,24.84,63.08,6.61,692.83,tomato
98.01,49.47,67.02,23.55,64.96,6.42,602.98,onion
117.42,57.88,39.94,21.27,46.54,7.17,715.45,wheat
80.28,45.22,48.36,26.31,83.1,5.88,1513.1,rice
129.44,49.61,47.16,16.77,54.52,6.78,725.22,wheat
33.48,55.03,42.12,26.05,61.45,6.29,474.41,groundnut
104.78,54.94,69.76,31.63,77.85,6.93,1495.92,sugarcane
101.84,46.81,69.85,27.85,76.7,6.55,711.44,chilli
145.37,63.73,109.64,21.19,77.1,5.85,405.87,potato
36.19,48.01,47.12,23.63,68.9,6.33,518.47,groundnut
103.37,64.3,65.38,23.15,54.5,6.55,666.91,chilli
26.34,51.37,38.41,21.25,50.1,6.32,396.78,chickpea
148.82,46.0,46.87,15.96,60.88,6.2,573.72,wheat
19.98,48.42,54.35,26.72,64.04,6.68,716.57,soybean
91.35,61.65,93.68,22.52,64.91,6.53,774.49,onion
94.21,62.04,62.55,21.19,58.92,6.57,734.7,tomato
131.79,71.69,124.0,19.04,65.15,6.08,529.22,potato
38.09,38.81,44.38,20.6,65.72,6.38,655.98,soybean
115.02,62.14,103.05,21.34,69.79,5.62,478.51,potato
72.29,36.36,50.7,21.99,62.58,6.32,548.67,maize
87.34,55.23,94.86,12.02,66.27,6.23,502.89,onion
62.14,51.98,71.89,31.26,74.24,7.36,1087.65,turmeric
82.81,51.54,66.33,29.34,82.34,6.32,1293.04,turmeric
113.46,71.61,75.72,22.78,73.13,6.15,470.56,tomato
27.86,46.63,49.22,25.51,65.48,6.54,563.37,soybean
